battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range_tenge,price_category
2601,1,2.59,0,31,1,256,1.12,130,8,21,1691,3641,13559,16,11,34,1,1,1,498529,High-end
2487,0,2.72,0,15,1,256,0.97,148,8,21,1169,2566,4264,16,9,26,1,1,1,325812,Mid-range
1786,0,2.27,0,5,0,32,0.85,161,6,7,1783,1543,2370,14,8,22,0,1,1,256508,Mid-range
3482,0,3.03,0,28,0,512,1.1,138,8,39,2307,4681,8503,17,10,33,0,1,1,473382,High-end
2324,1,2.27,0,15,1,256,0.87,141,8,22,1826,3785,4890,15,8,22,1,1,1,366393,High-end
1210,1,1.98,1,8,1,32,0.74,156,6,8,1215,2455,4121,15,8,13,1,1,1,211391,Mid-range
828,0,1.52,0,2,0,4,0.76,194,2,3,861,736,1318,8,4,9,0,1,1,95798,Ultra-budget
1280,0,2.29,0,8,1,64,0.85,155,4,11,1405,2093,3861,12,6,17,1,1,1,194558,Budget
2248,1,2.86,0,27,0,256,0.81,160,8,40,3958,4759,13456,16,11,23,0,1,1,557446,Flagship
973,0,1.86,1,11,0,64,0.81,171,4,14,888,2540,6084,15,6,14,1,1,1,194030,Budget
1706,0,1.83,1,6,0,32,0.62,155,4,8,929,1323,3453,13,6,22,0,1,1,218914,Mid-range
2504,0,2.18,0,14,1,256,0.92,169,8,20,2107,3114,8925,17,9,18,1,1,1,402883,High-end
2446,1,2.73,1,22,1,512,1.0,149,8,40,3152,3075,16008,19,10,31,1,1,1,795349,Flagship
1481,0,2.31,0,10,1,128,0.76,168,6,14,1069,1625,3106,15,6,18,1,1,1,261186,Mid-range
1273,1,1.82,0,9,0,128,0.73,187,4,6,1882,2464,4365,12,6,15,0,1,1,172881,Budget
1289,0,2.01,1,10,1,128,0.79,157,4,10,1412,2471,3957,15,6,12,1,1,1,268243,Mid-range
2101,0,2.57,1,20,0,512,1.04,159,8,31,3428,3141,14576,17,10,22,0,1,1,511087,Flagship
912,1,1.41,1,1,0,16,0.6,217,4,3,508,920,2503,8,7,14,0,1,1,144546,Budget
2405,0,2.76,0,23,0,256,0.74,140,8,13,1226,2728,8174,16,8,19,0,1,1,334493,Mid-range
1101,1,2.16,0,9,0,32,0.77,171,4,7,1586,2416,5635,12,8,21,0,1,1,195938,Budget
1248,1,1.86,1,8,0,32,0.89,182,4,11,1595,2551,5199,15,8,16,0,1,1,285707,Mid-range
1045,0,2.08,0,5,0,128,0.86,183,4,6,847,1695,3952,15,7,15,0,1,1,132686,Budget
891,1,1.3,1,0,0,16,0.73,207,2,1,1234,851,1317,8,7,17,0,0,1,61447,Ultra-budget
2313,1,2.4,0,14,0,256,0.78,162,8,14,1443,2063,4451,15,8,19,0,1,1,422501,High-end
2570,1,3.19,1,22,0,256,1.08,137,8,38,1699,3944,11642,18,10,20,0,1,1,701474,Flagship
2212,0,2.68,0,25,0,128,0.72,154,8,25,2033,2469,5370,17,8,20,0,1,1,406136,High-end
1893,0,2.23,1,13,0,256,0.76,152,8,25,1252,2748,5344,17,8,19,0,1,1,382321,High-end
749,0,1.67,1,1,1,32,0.89,215,2,8,731,1244,1080,9,6,11,1,1,1,73954,Ultra-budget
1678,0,1.6,1,9,0,128,0.87,160,4,11,1123,2530,4680,15,6,13,0,1,1,139761,Budget
2202,0,2.41,1,25,0,256,0.94,151,8,24,1213,2775,7992,17,9,25,0,1,1,332436,Mid-range
3194,0,3.15,1,21,0,512,0.96,148,8,20,1624,4610,12857,18,10,35,0,1,1,479865,High-end
2886,1,3.15,0,30,1,256,0.85,139,8,34,2523,3700,13173,18,10,25,1,1,1,712978,Flagship
1448,1,2.07,1,9,1,128,0.63,190,4,10,1503,1724,2541,12,7,19,1,1,1,266236,Mid-range
2345,0,2.72,0,18,0,128,0.98,142,8,18,2092,3304,8346,17,8,28,0,1,1,422511,High-end
2516,0,2.01,0,17,1,128,0.95,155,8,21,1715,3548,6067,17,9,23,1,1,1,338611,Mid-range
1690,0,2.78,0,19,0,128,0.75,153,8,21,1874,3056,6302,17,9,18,1,1,1,353273,High-end
965,1,1.5,0,0,0,32,0.74,191,2,7,932,1867,1810,12,5,16,0,1,0,56857,Ultra-budget
3444,1,2.91,0,36,0,512,1.01,144,8,34,3803,4560,11371,17,10,32,0,1,1,691532,Flagship
2498,0,2.68,0,34,1,512,0.84,146,8,23,3284,4442,14962,19,9,24,1,1,1,640974,Flagship
1167,0,2.03,0,10,1,32,0.8,165,6,10,1146,1383,2653,12,8,16,1,1,1,146347,Budget
1750,0,2.17,0,17,0,128,0.89,165,8,23,1356,2632,7766,15,8,27,0,1,1,339226,Mid-range
2569,0,2.94,0,25,0,512,1.08,140,8,34,2741,3321,11836,16,9,33,0,1,1,630678,Flagship
3214,1,2.95,1,22,0,512,0.91,152,8,40,1546,3904,14486,17,11,34,0,1,1,468698,High-end
613,0,1.77,0,5,1,4,0.6,203,4,8,1160,777,2747,12,4,13,1,1,1,136091,Budget
693,1,1.55,0,0,1,8,0.67,211,4,3,838,1323,1441,9,6,17,1,1,1,115162,Budget
1114,1,1.74,1,0,0,16,0.75,200,4,3,997,1360,717,8,5,14,0,1,0,50336,Ultra-budget
644,0,1.03,1,1,0,4,0.72,207,2,1,689,1758,2667,12,6,8,0,1,1,130107,Budget
1326,0,1.75,0,7,1,64,0.74,172,4,16,1232,2115,4943,14,8,22,1,1,1,245332,Mid-range
2369,0,2.89,0,27,0,256,1.17,141,8,37,1845,5069,11030,19,9,20,0,1,1,685234,Flagship
1352,0,2.16,0,9,0,128,0.87,157,6,12,861,1357,2891,12,7,22,0,1,1,296701,Mid-range
1419,1,1.87,1,6,0,128,0.89,164,4,12,1258,1981,2155,14,7,21,0,1,1,271907,Mid-range
1769,0,1.62,1,7,1,64,0.86,167,4,13,745,1973,3372,14,8,13,1,1,1,176938,Budget
1386,1,1.69,0,11,0,64,0.67,171,4,6,1607,2122,4493,13,6,15,0,1,1,219993,Mid-range
3431,1,2.93,1,20,1,256,1.18,157,8,37,3448,3111,13228,17,10,30,1,1,1,729007,Flagship
1965,1,2.06,1,24,1,128,0.76,159,8,18,1579,3663,6058,16,9,21,1,1,1,290816,Mid-range
1955,0,2.23,0,21,1,128,0.95,168,8,16,1599,3734,4779,16,8,27,1,1,1,430644,High-end
2480,0,2.63,1,11,0,128,0.79,157,8,21,2140,1972,4284,17,9,28,0,1,1,407044,High-end
3243,1,2.72,1,34,0,512,0.89,154,8,23,3130,3004,12351,17,11,24,0,1,1,692881,Flagship
1215,1,2.3,1,10,1,128,0.89,159,4,5,1310,2026,3522,13,6,20,1,1,1,202361,Mid-range
1984,1,2.97,1,22,1,256,0.81,141,8,37,3347,3619,8893,16,10,23,1,1,1,757202,Flagship
1267,1,2.13,0,8,1,64,0.72,167,6,15,1443,2058,6088,12,7,22,1,1,1,195927,Budget
1013,1,1.58,0,0,1,16,0.74,205,4,8,1004,1798,693,11,5,14,1,0,1,52874,Ultra-budget
1244,1,2.18,1,6,1,128,0.83,178,4,15,1800,2353,5506,15,6,21,1,1,1,230199,Mid-range
3086,0,2.58,1,37,0,512,0.91,157,8,39,2828,3188,15723,18,9,22,0,1,1,612953,Flagship
606,0,1.1,1,3,0,32,0.64,185,2,3,596,1197,1078,9,7,9,0,1,1,81436,Ultra-budget
1118,1,1.16,1,2,1,4,0.79,214,2,1,896,926,671,8,5,11,1,1,1,109680,Budget
1114,0,1.23,0,4,0,32,0.74,194,4,6,944,1390,1041,8,7,18,0,0,1,43273,Ultra-budget
1069,1,2.4,1,8,1,128,0.7,166,4,9,1730,2536,3882,15,6,12,1,1,1,227095,Mid-range
1992,1,2.59,1,12,1,128,0.76,161,8,16,1212,3595,7007,15,9,19,1,1,1,459366,High-end
2756,1,3.17,0,24,0,256,0.99,136,8,26,2280,2932,8603,18,11,34,0,1,1,736721,Flagship
1143,1,2.36,1,7,0,128,0.8,150,4,13,1855,2522,3943,14,6,16,0,1,1,280271,Mid-range
789,0,1.26,1,0,0,16,0.61,204,4,6,698,955,2458,10,5,14,0,1,1,144670,Budget
970,1,1.57,1,2,0,4,0.83,227,4,5,791,1918,2696,11,7,16,0,1,1,108550,Budget
700,1,1.52,0,3,1,16,0.52,224,2,8,1064,1358,1189,8,4,14,1,1,0,51588,Ultra-budget
2200,0,2.51,1,10,0,256,0.85,142,8,13,1488,2887,6218,15,9,19,0,1,1,432786,High-end
1603,0,2.3,0,18,0,256,0.98,140,8,22,1217,3734,7808,17,8,20,1,1,1,463160,High-end
1128,0,1.09,0,1,0,4,0.67,208,2,0,622,1135,990,11,4,10,0,1,1,101360,Budget
1181,0,1.22,0,2,1,4,0.65,191,2,1,619,1802,1129,12,5,13,1,1,1,139950,Budget
1151,0,1.78,0,8,0,64,0.62,168,4,15,931,2022,5981,15,6,12,0,1,1,298720,Mid-range
3305,0,3.11,1,27,0,256,0.96,147,8,33,2984,5013,8570,17,10,21,0,1,1,751618,Flagship
1963,1,2.17,0,20,1,256,0.93,150,8,15,1652,3471,7105,17,9,27,1,1,1,285883,Mid-range
1842,1,2.36,1,22,0,256,0.79,141,8,22,2079,3269,5166,16,8,18,0,1,1,404727,High-end
2095,1,2.17,0,18,0,256,0.78,153,8,15,1832,2227,4628,16,8,27,0,1,1,370051,High-end
1178,0,1.52,0,4,0,16,0.71,181,2,5,852,1204,2644,10,6,11,0,0,0,52263,Ultra-budget
1149,1,1.48,0,4,0,4,0.56,199,2,8,600,752,1028,11,6,15,0,1,1,108320,Budget
844,1,1.01,1,3,1,8,0.87,188,4,3,863,1155,2749,8,7,8,1,1,1,127865,Budget
3086,0,3.12,1,30,1,256,1.15,130,8,22,2190,4914,12010,17,9,21,1,1,1,481084,High-end
3461,0,2.88,1,22,1,512,0.85,137,8,38,2408,4835,15497,17,9,24,1,1,1,584429,Flagship
2513,0,2.77,1,17,0,256,0.98,168,8,25,1916,2661,8246,17,8,25,0,1,1,273850,Mid-range
821,0,1.27,1,2,0,32,0.81,198,2,6,530,860,1496,8,6,18,0,1,1,134714,Budget
823,0,1.49,1,2,0,32,0.58,191,4,5,1273,1428,2403,10,7,9,1,1,1,61961,Ultra-budget
747,1,1.68,1,3,0,8,0.87,221,2,0,1044,882,2824,12,4,13,0,1,1,73667,Ultra-budget
2027,0,2.8,0,24,1,512,0.84,145,8,28,3571,4621,11162,16,9,35,1,1,1,530334,Flagship
1820,0,2.16,0,19,0,128,0.88,145,8,20,1605,2173,5701,17,9,19,0,1,1,395677,High-end
672,1,1.55,1,2,1,8,0.65,188,2,4,810,1790,2757,11,5,17,1,1,1,78714,Ultra-budget
3509,1,2.89,1,37,0,256,0.81,140,8,29,3805,5023,16046,16,9,22,0,1,1,647180,Flagship
779,1,1.77,1,2,0,16,0.82,217,4,5,1246,1878,2401,9,4,10,0,1,0,40195,Ultra-budget
2166,1,2.12,0,20,1,256,0.92,146,8,22,2138,3623,8242,17,9,26,1,1,1,430459,High-end
766,0,1.56,0,3,0,32,0.65,185,2,7,709,959,1149,9,7,16,0,1,1,94297,Ultra-budget
1291,0,2.02,0,8,0,32,0.8,177,4,8,988,1887,3111,14,6,21,0,1,1,202432,Mid-range
3397,0,2.9,1,36,0,256,1.12,153,8,38,3970,4899,10910,19,10,21,0,1,1,548066,Flagship
728,0,1.09,1,5,0,4,0.67,215,4,1,796,1205,2652,8,6,16,0,0,1,69126,Ultra-budget
948,1,1.65,1,4,0,16,0.8,199,4,3,957,1412,2335,11,4,15,0,0,0,58282,Ultra-budget
1454,0,2.03,0,9,0,64,0.85,171,6,9,983,2125,3735,14,7,22,0,1,1,203687,Mid-range
1174,0,2.18,1,7,1,128,0.64,182,4,12,1467,2347,3756,13,7,16,1,1,1,216114,Mid-range
2048,0,2.48,1,28,0,256,1.03,156,8,30,1542,3760,8467,17,10,28,0,1,1,578231,Flagship
2908,0,2.78,0,30,0,256,0.91,160,8,32,3509,3272,9067,17,9,22,0,1,1,661527,Flagship
2767,1,2.43,0,26,0,512,0.99,151,8,34,2517,3687,15553,16,10,20,0,1,1,553732,Flagship
1646,0,2.11,1,21,1,128,0.94,152,8,21,2141,3661,5952,15,9,28,1,1,1,438015,High-end
2445,1,2.78,0,33,1,512,1.06,158,8,31,1626,4673,16298,19,9,21,1,1,1,794773,Flagship
1541,0,2.34,0,10,0,128,0.73,183,6,7,1712,1297,4559,14,7,12,1,1,1,283702,Mid-range
1062,1,2.0,1,12,1,64,0.89,189,4,16,1332,1690,3211,15,8,14,1,1,1,299135,Mid-range
2220,1,2.16,0,20,0,256,0.91,155,8,13,1698,3350,7898,15,9,19,0,1,1,380293,High-end
1358,1,1.84,0,9,1,32,0.89,168,4,7,1321,1804,3997,12,6,14,1,1,1,176746,Budget
927,0,1.54,0,3,0,32,0.71,214,2,4,606,1060,2081,10,4,13,0,1,0,38645,Ultra-budget
1806,0,2.26,1,19,0,128,0.74,153,8,19,1443,3003,7445,17,9,23,0,1,1,404789,High-end
713,1,1.35,0,0,1,4,0.62,203,4,2,830,1071,811,8,6,12,1,1,1,108319,Budget
1598,0,1.82,1,10,1,64,0.88,170,6,9,1019,1365,4929,12,6,20,1,1,1,155081,Budget
2487,1,2.71,0,27,1,512,0.96,131,8,39,1802,3722,11444,16,10,26,1,1,1,647855,Flagship
2262,0,2.45,0,20,1,256,0.81,141,8,26,2945,3238,15653,16,9,32,1,1,1,769756,Flagship
2046,1,2.79,0,10,0,256,0.84,140,8,17,1143,2436,6543,16,8,18,0,1,1,429881,High-end
671,0,1.06,1,5,0,16,0.82,222,4,8,1166,1267,2115,11,5,8,0,1,1,100729,Budget
2480,0,2.41,1,24,0,256,0.9,149,8,25,1611,2501,8917,15,9,20,0,1,1,426943,High-end
2463,1,3.07,1,36,0,512,0.86,147,8,39,2936,3437,13189,19,11,33,0,1,1,706351,Flagship
1709,0,2.12,0,25,0,128,1.0,152,8,23,1103,1954,4370,16,9,27,0,1,1,415294,High-end
2034,0,2.45,1,30,0,256,0.87,133,8,37,2789,4476,9543,19,9,23,0,1,1,764142,Flagship
1691,0,2.14,1,24,1,128,0.93,167,8,19,1780,3079,7916,16,9,21,1,1,1,382980,High-end
1209,1,2.06,1,6,0,32,0.74,186,4,11,1476,1511,6003,14,7,13,0,1,1,206650,Mid-range
1127,1,1.13,1,3,1,32,0.8,192,4,1,825,1905,2281,12,7,13,1,1,1,116349,Budget
1632,0,2.32,0,24,0,256,0.8,156,8,23,2097,2955,6099,15,9,24,1,1,1,480241,High-end
2237,1,2.56,0,14,0,256,0.91,145,8,21,1989,3143,5399,17,9,18,0,1,1,368561,High-end
1245,0,1.99,0,7,0,32,0.74,173,4,14,1308,1787,5632,12,6,21,1,1,1,181538,Budget
2366,1,2.51,0,17,1,256,0.76,140,8,13,2134,2270,5852,17,9,18,1,1,1,454156,High-end
1594,0,2.29,0,10,0,128,0.77,170,4,7,1465,2123,3556,12,8,12,1,1,1,198289,Budget
1734,1,2.08,1,9,1,128,0.85,186,4,12,997,1922,5142,13,7,14,1,1,1,271143,Mid-range
1999,0,2.11,0,19,1,128,0.8,142,8,22,2000,3436,4949,17,9,25,1,1,1,276839,Mid-range
2234,0,2.67,0,17,1,256,0.99,158,8,19,2120,2027,4977,15,9,28,1,1,1,407071,High-end
915,1,1.55,1,0,0,8,0.9,206,2,2,1065,1372,708,11,4,16,0,1,1,121632,Budget
1472,1,1.95,0,12,0,64,0.76,178,6,12,978,1504,3350,15,7,12,1,1,1,271841,Mid-range
2732,1,2.82,0,35,1,512,1.06,142,8,38,2573,2624,16221,16,11,25,1,1,1,784512,Flagship
2972,1,2.68,0,35,1,256,1.18,138,8,24,3071,4516,12327,17,10,25,1,1,1,774783,Flagship
1546,0,2.33,0,6,1,128,0.66,167,4,10,990,1978,3772,15,7,17,1,1,1,174301,Budget
674,1,1.52,1,5,0,32,0.54,211,2,1,799,1490,2613,11,4,17,0,0,0,46271,Ultra-budget
1773,1,2.65,1,23,0,128,0.94,165,8,13,1466,2918,8372,17,8,25,0,1,1,468020,High-end
1128,1,1.67,1,1,1,4,0.63,194,2,1,1033,1790,2980,9,7,10,1,1,1,111515,Budget
707,1,1.27,1,2,1,8,0.66,225,4,0,803,1285,2144,12,7,18,1,1,1,80378,Ultra-budget
1802,1,1.81,1,7,0,64,0.74,189,6,7,998,1905,4110,15,6,13,0,1,1,296148,Mid-range
709,0,1.38,1,4,0,4,0.82,203,4,1,960,1372,1656,12,6,17,0,1,1,123063,Budget
2168,0,2.97,1,34,1,256,0.92,141,8,28,2219,2893,15218,16,10,20,1,1,1,449873,High-end
1892,1,2.07,0,15,0,256,0.94,141,8,25,2155,3336,5464,17,8,19,0,1,1,466180,High-end
1442,0,2.38,1,6,0,32,0.77,183,4,16,1527,1739,4088,13,8,19,0,1,1,212938,Mid-range
1031,0,1.13,1,1,1,16,0.75,183,2,8,788,938,1167,10,7,16,1,1,1,95641,Ultra-budget
1800,1,2.44,1,15,0,256,0.75,144,8,19,1355,2946,5727,17,9,25,0,1,1,295370,Mid-range
2070,0,2.03,1,17,0,128,0.78,147,8,12,2131,2765,5815,15,9,20,0,1,1,448543,High-end
1579,0,2.29,0,19,1,256,0.73,165,8,16,1956,3432,6109,15,9,21,1,1,1,483473,High-end
1951,1,2.61,0,21,0,128,0.76,141,8,12,1964,3798,6049,15,8,24,1,1,1,347022,Mid-range
3231,1,3.16,1,32,1,512,0.85,134,8,26,2371,4451,10326,18,10,21,1,1,1,699705,Flagship
1256,0,2.17,0,9,1,128,0.72,185,4,9,1489,1722,2824,12,8,14,1,1,1,167681,Budget
3301,1,2.96,0,20,0,256,0.92,135,8,20,3152,4594,14169,17,11,33,0,1,1,660853,Flagship
1275,1,1.81,0,7,0,128,0.84,151,4,9,1010,1392,4357,15,7,13,0,1,1,242081,Mid-range
2068,0,2.25,1,12,0,128,0.71,143,8,14,1990,2983,6334,15,8,28,0,1,1,448937,High-end
907,1,1.33,0,5,1,4,0.64,196,4,5,831,1860,919,12,7,16,1,1,0,52073,Ultra-budget
655,0,1.68,0,4,0,32,0.83,207,4,2,579,950,2353,11,6,18,0,1,1,101028,Budget
1897,1,2.68,0,24,1,256,1.0,153,8,25,1625,1986,9184,17,9,25,1,1,1,340421,Mid-range
1726,0,2.4,0,13,1,128,0.84,156,8,24,2104,2152,8328,17,8,25,1,1,1,283229,Mid-range
1747,0,2.07,0,12,0,128,0.68,188,6,13,1881,1506,2216,14,6,19,0,1,1,293873,Mid-range
946,0,1.43,0,5,0,16,0.7,191,4,3,838,907,1747,8,5,12,0,1,1,119880,Budget
1768,1,2.22,1,12,0,32,0.85,184,4,8,836,2438,2523,15,6,14,0,1,1,180928,Budget
1027,1,1.09,0,0,0,32,0.68,195,4,5,543,1702,1655,12,4,8,0,1,1,140007,Budget
1670,0,2.2,0,12,0,128,0.68,183,6,15,799,2042,5504,13,8,12,0,1,1,189104,Budget
1184,0,1.61,1,11,1,32,0.89,174,6,12,1025,2124,5982,12,6,13,1,1,1,170532,Budget
1838,0,2.69,0,10,1,256,0.88,146,8,22,1353,1985,8301,16,8,27,1,1,1,341943,Mid-range
1512,0,1.69,1,10,1,32,0.83,151,4,10,1857,1777,5604,15,6,16,1,1,1,248508,Mid-range
2934,1,3.17,0,39,0,256,0.94,158,8,40,3045,3246,15953,19,9,28,0,1,1,600195,Flagship
1165,0,1.74,1,3,0,4,0.71,184,2,7,622,1463,1703,12,7,15,0,1,1,57489,Ultra-budget
3444,0,3.02,1,35,1,256,0.92,150,8,39,2678,4599,15273,19,11,30,1,1,1,680502,Flagship
1647,1,1.84,1,8,1,64,0.65,161,4,9,852,2507,4067,13,8,17,1,1,1,276935,Mid-range
1004,0,1.4,0,0,0,4,0.74,185,4,3,668,1189,1870,8,5,12,0,1,1,109984,Budget
1960,1,2.3,1,13,0,128,0.77,163,8,24,1496,3026,6693,16,9,20,0,1,1,364375,High-end
2641,0,2.84,1,40,0,512,0.85,157,8,40,1637,4084,9372,16,9,32,0,1,1,728142,Flagship
1130,0,2.36,1,9,0,32,0.8,178,4,12,1098,1406,2500,13,6,14,0,1,1,164551,Budget
2704,0,2.51,1,29,0,512,0.98,154,8,32,2925,4676,12261,18,10,35,0,1,1,777139,Flagship
2430,1,2.55,1,27,0,512,1.13,146,8,30,3346,2771,9177,16,11,26,0,1,1,671397,Flagship
1528,0,1.7,0,6,1,64,0.78,167,6,5,1593,1681,5785,14,6,17,1,1,1,289700,Mid-range
2182,0,2.82,1,26,0,256,0.81,159,8,30,1593,3510,9854,16,10,30,0,1,1,456474,High-end
736,0,1.6,1,4,0,16,0.66,220,2,7,894,803,2138,12,6,16,0,1,1,129659,Budget
981,1,1.2,1,1,0,4,0.7,200,4,1,1219,1246,2155,10,6,14,0,0,1,49942,Ultra-budget
1162,0,1.24,0,2,0,8,0.84,195,2,0,726,1576,2418,10,7,15,0,0,1,46110,Ultra-budget
1052,1,1.76,0,12,1,128,0.76,169,6,15,1790,1387,2125,13,7,16,1,1,1,276519,Mid-range
810,1,1.45,1,1,1,8,0.86,221,2,3,995,1703,924,10,5,13,1,1,1,135620,Budget
681,1,1.23,1,0,0,8,0.59,208,2,5,886,1281,1255,8,5,13,0,1,0,36664,Ultra-budget
1555,1,2.29,1,5,1,64,0.85,150,4,14,850,2317,2621,12,8,15,1,1,1,206836,Mid-range
2378,1,2.05,0,19,1,128,0.8,155,8,24,1611,2831,4677,17,9,20,1,1,1,307325,Mid-range
2273,1,2.75,1,11,1,256,0.73,142,8,17,1778,3649,6396,17,9,18,1,1,1,444113,High-end
940,0,1.05,0,3,0,4,0.84,210,2,6,963,1363,898,9,7,11,0,1,1,127311,Budget
1210,0,1.02,0,5,1,16,0.79,210,2,2,753,1843,3026,11,7,17,1,1,1,94014,Ultra-budget
2371,0,2.47,0,14,1,256,0.99,154,8,23,1172,2139,6032,16,9,20,1,1,1,333845,Mid-range
1262,1,2.16,1,9,0,32,0.71,181,4,5,1814,2270,2260,12,6,12,0,1,1,264867,Mid-range
1976,1,2.19,1,16,0,256,0.86,142,8,25,1500,1951,8987,16,9,20,0,1,1,470687,High-end
1420,0,1.87,0,9,0,128,0.63,181,6,13,1660,2303,3283,12,8,22,1,1,1,127125,Budget
1071,0,2.16,0,11,0,64,0.74,178,6,6,1550,2120,5190,14,8,22,0,1,1,241567,Mid-range
2367,0,2.38,0,18,1,128,0.8,149,8,24,1172,3310,8764,17,8,18,1,1,1,272102,Mid-range
1123,1,1.65,0,0,1,8,0.75,180,4,4,804,1804,524,8,4,10,1,0,1,54143,Ultra-budget
1071,1,1.51,1,0,0,32,0.85,187,4,7,814,1020,2380,8,5,18,0,1,1,91912,Ultra-budget
2250,1,2.72,0,15,0,128,0.76,150,8,25,1252,3681,4149,16,9,23,0,1,1,373153,High-end
736,0,1.26,1,4,1,16,0.63,230,2,6,1018,744,2995,11,4,13,1,1,1,81185,Ultra-budget
793,0,1.17,1,5,0,4,0.78,213,2,2,482,921,3053,11,6,17,0,1,1,117314,Budget
2166,1,2.95,1,23,1,256,1.14,158,8,35,3549,4272,13505,18,11,30,1,1,1,504504,Flagship
1638,0,2.64,0,25,0,128,0.84,168,8,16,1758,3136,5446,15,9,26,0,1,1,283483,Mid-range
2007,1,2.04,0,12,0,256,0.72,163,8,16,2140,2762,9180,15,9,23,0,1,1,281563,Mid-range
2465,0,2.54,1,10,0,128,0.72,157,8,24,1761,2667,4237,17,9,26,0,1,1,319050,Mid-range
1579,1,2.2,0,11,0,64,0.81,187,4,9,1784,1523,4963,14,8,22,0,1,1,170650,Budget
918,1,1.6,0,2,1,32,0.84,194,2,7,834,1724,3032,12,6,18,1,0,1,78815,Ultra-budget
1018,1,1.05,1,2,0,4,0.63,203,2,5,1097,943,1078,12,6,16,0,1,1,66025,Ultra-budget
2244,0,2.81,1,21,1,256,1.1,155,8,32,3431,4495,15054,16,11,24,1,1,1,771248,Flagship
2037,0,2.67,1,11,1,128,0.87,147,8,13,1623,3181,8782,16,9,27,1,1,1,383002,High-end
1171,0,1.33,0,2,0,4,0.76,223,4,1,617,1286,2035,12,4,18,0,1,1,149103,Budget
1783,0,2.22,0,23,0,256,0.99,167,8,16,1734,3709,5058,17,8,19,0,1,1,327914,Mid-range
2048,0,2.77,1,12,1,256,0.74,155,8,20,2113,3704,6963,16,9,27,1,1,1,473019,High-end
2028,0,2.47,0,11,0,256,0.98,157,8,14,1942,2816,5968,17,9,18,0,1,1,466617,High-end
853,1,1.06,0,1,0,8,0.53,209,2,8,990,1341,2946,12,5,13,0,1,1,97459,Ultra-budget
2327,0,2.72,0,28,0,512,1.12,153,8,36,3003,3142,10248,16,9,29,0,1,1,781931,Flagship
1142,0,1.45,0,4,1,32,0.76,217,4,3,627,1837,2181,8,7,17,1,1,1,140158,Budget
1473,1,2.35,0,8,0,64,0.68,171,6,13,1688,1583,3907,14,7,21,0,1,1,218976,Mid-range
1293,0,2.33,0,10,0,64,0.6,155,6,13,1793,1337,5529,12,7,21,1,1,1,224709,Mid-range
2405,1,2.23,0,16,0,128,0.73,152,8,13,2115,3569,8933,17,8,21,0,1,1,348120,Mid-range
600,0,1.76,0,0,0,8,0.54,210,2,0,763,697,1170,11,4,18,0,1,1,119265,Budget
1294,1,1.84,1,10,1,128,0.67,182,6,8,1044,1740,5614,12,8,12,1,1,1,172199,Budget
1638,0,2.38,1,10,0,128,0.87,160,8,17,1273,2290,8823,15,8,24,0,1,1,450960,High-end
1012,1,1.23,1,4,0,4,0.72,198,4,4,971,1039,2318,11,6,12,0,1,1,130960,Budget
1154,1,1.22,0,0,0,4,0.85,184,2,8,1105,1636,1358,8,4,12,0,1,1,133272,Budget
1919,0,2.26,1,22,0,256,0.71,144,8,17,1762,2082,4276,16,9,27,1,1,1,311668,Mid-range
2466,1,2.25,1,13,1,128,0.92,157,8,13,1162,2073,4357,16,9,24,1,1,1,443579,High-end
2469,0,2.52,0,10,0,128,0.98,157,8,20,2105,2135,8459,17,8,25,0,1,1,490437,High-end
3487,0,3.18,0,25,0,512,0.91,158,8,20,2499,4080,12000,18,10,20,1,1,1,613249,Flagship
1764,0,2.51,0,22,1,256,0.9,162,8,22,1970,2593,4855,17,8,18,1,1,1,423173,High-end
2382,0,2.66,0,31,0,512,1.07,135,8,39,2196,4647,15365,16,11,32,0,1,1,602930,Flagship
1610,0,2.39,1,6,0,32,0.76,176,6,7,1646,2282,4876,13,6,17,0,1,1,121090,Budget
2926,0,3.06,1,27,0,512,0.95,144,8,22,1695,3489,15850,17,10,34,1,1,1,574624,Flagship
993,1,1.49,1,4,0,4,0.56,227,4,3,602,979,1152,10,6,12,0,1,0,37868,Ultra-budget
1289,0,1.98,1,10,0,64,0.7,152,4,8,1406,2092,2553,14,6,20,1,1,1,194631,Budget
1781,0,2.51,1,11,0,256,0.99,147,8,15,1730,2110,5757,15,9,28,0,1,1,263239,Mid-range
784,0,1.32,1,0,1,32,0.68,200,4,3,1194,1781,2227,10,7,8,1,1,1,144588,Budget
2156,1,2.89,0,40,0,512,1.07,142,8,24,2764,2820,11673,19,9,31,0,1,1,556294,Flagship
2793,0,2.75,0,31,0,256,1.08,145,8,32,3335,4120,10381,18,9,31,0,1,1,477049,High-end
1635,1,1.69,0,8,0,64,0.87,186,6,10,1480,1315,2309,15,8,21,0,1,1,294856,Mid-range
804,1,1.21,1,3,0,4,0.71,211,2,6,489,1306,1105,12,5,13,0,1,1,94000,Ultra-budget
1686,1,2.01,0,10,0,256,0.87,157,8,18,1635,2466,5030,15,8,19,0,1,1,377380,High-end
900,1,1.12,1,4,1,8,0.61,226,2,3,1063,1203,1516,9,7,12,1,1,1,96283,Ultra-budget
